66 61108,Rockford,IL,Winnebago,42.2514,-89.0235,0.00094301072887537,
62 25514,Fort Gay,WV,Wayne,38.1335,-82.5541,0.00094747419745289,
61 51531,Elk Horn,IA,Shelby,41.5829,-95.07,0.00095400495764708,
68 35754,Laceys Spring,AL,Morgan,34.4996,-86.6129,0.00097301255152448,
61 56473,Pillager,MN,Cass,46.3607,-94.4895,0.00098730720535189,
59 25570,Wayne,WV,Wayne,38.2258,-82.4339,0.00099030627787433,
63 30019,Dacula,GA,Gwinnett,33.9883,-83.8795,0.00099584761684057,
64 39083,Hazlehurst,MS,Copiah,31.8562,-90.4051,0.0010609649757016,
66 70662,Sugartown,LA,Beauregard,30.8277,-93.017,0.0010737694009076,
65 72741,Johnson,AR,Washington,36.1329,-94.1655,0.0010864442976671,
69 11055,Port Washington,NY,Nassau,40.7548,-73.6018,0.0010946513318393,
69 22432,Burgess,VA,Northumberland,37.8687,-76.3542,0.0011096951791892,
62 47305,Muncie,IN,Delaware,40.1933,-85.3862,0.0011148674442316,
60 51244,Matlock,IA,Sioux,43.2439,-95.9353,0.0011325466714988,
62 47435,Helmsburg,IN,Brown,39.1963,-86.2302,0.0011495400001204,
64 20620,Callaway,MD,St. Mary's,38.2275,-76.521,0.001232260978041,
62 46111,Brooklyn,IN,Morgan,39.5396,-86.3701,0.0012631136982436,
59 71466,Otis,LA,Rapides,31.2077,-92.7392,0.0012683617227148,
64 22555,Stafford,VA,Stafford,38.4221,-77.4083,0.0012961128664840,
68 40075,Turners Station,KY,Henry,38.5521,-85.1019,0.0012972261597330,
57 50252,Swan,IA,Marion,41.4636,-93.301,0.0013023696784445,
58 83414,Alta,WY,Teton,43.8886,-110.9492,0.0013119568069964,
60 60204,Evanston,IL,Cook,42.0411,-87.6901,0.0013501958119225,
68 14729,East Otto,NY,Cattaraugus,42.3971,-78.7432,0.0013607437843973,
66 95436,Forestville,CA,Sonoma,38.4923,-122.9042,0.0013772815936764,
64 41073,Bellevue,KY,Campbell,39.1024,-84.4787,0.0013807167996275,
60 45115,Decatur,OH,Brown,38.8237,-83.6995,0.0013905375702784,
62 49752,Kinross,MI,Chippewa,46.275,-84.5148,0.0014050970876634,
62 56029,Emmons,MN,Freeborn,43.5089,-93.4824,0.0015052890979144,
61 30368,Atlanta,GA,Fulton,33.8444,-84.4741,0.0015407045246429,
63 36521,Chunchula,AL,Mobile,30.9912,-88.1311,0.0015409727280957,
63 53952,Oxford,WI,Marquette,43.7799,-89.5632,0.0015567172029471,
59 37701,Alcoa,TN,Blount,35.7852,-83.9809,0.0015612150248379,
66 94507,Alamo,CA,Contra Costa,37.8537,-122.0229,0.0015916706806814,
64 49094,Union City,MI,Branch,42.0551,-85.1356,0.0015984138579535,
59 41749,Hyden,KY,Leslie,37.1877,-83.4169,0.0016943844187540,
64 24528,Brookneal,VA,Campbell,37.0827,-78.9227,0.001754061925315,
70 1585,West Brookfield,MA,Worcester,42.2441,-72.1511,0.001798574809778,
67 90221,Compton,CA,Los Angeles,33.8796,-118.2168,0.0018021504748355,
64 13628,Deferiet,NY,Jefferson,44.0356,-75.6838,0.001826668091459,
61 33836,Davenport,FL,Polk,28.1672,-81.6316,0.0018678548562822,
59 98160,Seattle,WA,King,47.6062,-122.3321,0.001878430003677,
62 16640,Flinton,PA,Cambria,40.6876,-78.5523,0.0019161317747905,
63 2638,Dennis,MA,Barnstable,41.7322,-70.1911,0.0019335454839262,
60 22711,Banco,VA,Madison,38.4285,-78.2678,0.0019686889072173,
62 7626,Cresskill,NJ,Bergen,40.9418,-73.9652,0.0020113819915491,
69 70062,Kenner,LA,Jefferson Parish,29.9912,-90.2479,0.002033360149544,
66 47436,Heltonville,IN,Lawrence,38.948,-86.3703,0.0020555651025584,
59 74354,Miami,OK,Ottawa,36.8764,-94.8719,0.0020701633293985,
65 98012,Bothell,WA,Snohomish,47.8401,-122.1972,0.0020836446841532,
61 65284,Sturgeon,MO,Boone,39.2057,-92.2953,0.0020843734634378,
60 67151,Walton,KS,Harvey,38.1239,-97.2361,0.0021046411539289,
69 20837,Poolesville,MD,Montgomery,39.1386,-77.4067,0.0021213675364807,
63 38746,Gunnison,MS,Bolivar,33.9439,-90.9319,0.0021267538551218,
58 75238,Dallas,TX,Dallas,32.877,-96.708,0.0021482708068953,
67 92160,San Diego,CA,San Diego,32.7153,-117.1573,0.0021616961291901,
61 93035,Oxnard,CA,Ventura,34.1822,-119.216,0.0021966194765751,
60 56561,Moorhead,MN,Clay,46.8739,-96.7695,0.0022002291019933,
62 44230,Doylestown,OH,Wayne,40.965,-81.6848,0.0022002484997065,
58 45061,Ross,OH,Butler,39.3124,-84.6483,0.0022119976130016,
66 35634,Florence,AL,Lauderdale,34.9186,-87.6136,0.0022185311017944,
58 79356,Post,TX,Garza,33.2017,-101.3922,0.0022242168627248,
61 56521,Callaway,MN,Becker,47.0076,-95.944,0.0022318280639340,
61 38187,Memphis,TN,Shelby,35.2017,-89.9715,0.0023076553711418,
57 68455,Union,NE,Cass,40.8245,-95.9037,0.0023089658164040,
67 5406,Burlington,VT,Chittenden,44.4421,-73.0825,0.0023111884230835,
59 38866,Saltillo,MS,Lee,34.3831,-88.6674,0.0023169730391847,
67 1752,Marlborough,MA,Middlesex,42.3509,-71.5434,0.0023279367788624,
64 12440,High Falls,NY,Ulster,41.8167,-74.1311,0.0023667064683200,
72 19137,Philadelphia,PA,Philadelphia,40.0008,-75.0727,0.0023675608632884,
61 24093,Glen Lyn,VA,Giles,37.3669,-80.8634,0.0023981167674023,
66 47579,Santa Claus,IN,Spencer,38.1176,-86.9286,0.0024242656497239,
61 96162,Truckee,CA,Nevada,39.328,-120.1833,0.0024439296197842,
61 25025,Blount,WV,Kanawha,38.3121,-81.4052,0.0024457804783659,
61 77059,Houston,TX,Harris,29.5975,-95.1134,0.0024667781464543,
82 23464,Virginia Beach,VA,Virginia Beach (city),36.7978,-76.1759,0.002501180142633,
62 19047,Langhorne,PA,Bucks,40.1813,-74.9104,0.0025221808075144,
60 30510,Alto,GA,Habersham,34.4591,-83.602,0.0025469022319846,
65 96817,Honolulu,HI,Honolulu,21.3295,-157.8615,0.0025543183213239,
58 33957,Sanibel,FL,Lee,26.4514,-82.0868,0.0026033074222144,
67 24250,Fort Blackmore,VA,Scott,36.7438,-82.6102,0.0026119101073208,
60 18324,Bushkill,PA,Pike,41.1285,-75.0132,0.0026391048200264,
58 58703,Minot,ND,Ward,48.3306,-101.3156,0.0026423790993039,
67 92266,Palo Verde,CA,Imperial,33.3696,-114.7355,0.0026513785876918,
61 14141,Springville,NY,Erie,42.52,-78.6847,0.0026588022469089,
59 61940,Metcalf,IL,Edgar,39.8008,-87.7955,0.002686222036581,
66 56186,Woodstock,MN,Pipestone,43.9873,-96.1192,0.0026900279989930,
63 93656,Riverdale,CA,Fresno,36.4295,-119.872,0.0028418071598327,
62 14841,Hector,NY,Schuyler,42.4966,-76.8786,0.0028745114785375,
64 2806,Barrington,RI,Bristol,41.7443,-71.3175,0.0029010896736035,
78 20241,Washington,DC,District of Columbia,38.8933,-77.0146,0.0029239625194513,
64 58061,Mooreton,ND,Richland,46.2686,-96.8762,0.0029502318749075,
63 85610,Elfrida,AZ,Cochise,31.7139,-109.6193,0.0030059820084179,
65 15856,Rockton,PA,Clearfield,41.0806,-78.6577,0.0030083429158634,
66 12436,Haines Falls,NY,Greene,42.1955,-74.1023,0.0030580091308504,
65 25315,Charleston,WV,Kanawha,38.2351,-81.5536,0.0030894885043023,
61 23288,Henrico,VA,Henrico,37.4638,-77.398,0.0030940439189071,
57 97377,Shedd,OR,Linn,44.453,-123.1065,0.0030955950965239,
65 80124,Lone Tree,CO,Douglas,39.5517,-104.8863,0.0031182769107285,
65 95490,Willits,CA,Mendocino,39.4493,-123.3679,0.0031298148861809,
61 93626,Friant,CA,Fresno,37.0422,-119.6807,0.0032074815075793,
63 72126,Perryville,AR,Perry,34.9701,-92.8472,0.0032528001226247,
72 19139,Philadelphia,PA,Philadelphia,39.9612,-75.2303,0.0032775082018198,
65 85619,Mount Lemmon,AZ,Pima,32.3763,-110.7605,0.0033299139616884,
66 95131,San Jose,CA,Santa Clara,37.3864,-121.88,0.0033825820697203,
67 63032,Florissant,MO,St. Louis,38.6383,-90.4271,0.0034118393616222,
59 60602,Chicago,IL,Cook,41.8829,-87.6321,0.0034492658027901,
60 48244,Detroit,MI,Wayne,42.2399,-83.1508,0.0034529597699272,
63 11756,Levittown,NY,Nassau,40.7254,-73.5166,0.0034627781158961,
63 68665,Spalding,NE,Greeley,41.6874,-98.3715,0.0034799317293989,
94 94132,San Francisco,CA,City and County of San Francisco,37.7211,-122.4754,0.0034820482615923,
62 37317,Copperhill,TN,Polk,35.0207,-84.3748,0.0035769635661013,
63 8840,Metuchen,NJ,Middlesex,40.5449,-74.3517,0.003584752807207,
67 24566,Keeling,VA,Pittsylvania,36.7156,-79.2783,0.0036031243218417,
60 78768,Austin,TX,Travis,30.2672,-97.7431,0.0036390105844382,
58 60119,Elburn,IL,Kane,41.8824,-88.4611,0.0036468880372509,
60 30006,Marietta,GA,Cobb,33.9526,-84.5499,0.0036652779374117,
56 41859,Dema,KY,Knott,37.3976,-82.7836,0.003671854166678,
68 17847,Milton,PA,Northumberland,41.0168,-76.8398,0.0036886929936339,
61 92602,Irvine,CA,Orange,33.7419,-117.7467,0.0037278666027771,
65 6512,New Haven,CT,New Haven,41.3082,-72.9282,0.0037592878454915,
67 55418,Minneapolis,MN,Hennepin,45.0192,-93.2401,0.0037649697795127,
72 52066,North Buena Vista,IA,Clayton,42.6783,-90.9518,0.0037674525955334,
62 45033,Hooven,OH,Hamilton,39.1773,-84.7627,0.0037720274491753,
63 72419,Caraway,AR,Craighead,35.759,-90.3358,0.0038072492610491,
60 65570,Success,MO,Texas,37.4626,-92.0909,0.0038364633494660,
57 68735,Ewing,NE,Holt,42.1851,-98.3981,0.0038622049730598,
67 47854,Hillsdale,IN,Vermillion,39.7712,-87.4041,0.0038639565240975,
67 44444,Newton Falls,OH,Trumbull,41.191,-80.9701,0.0038958506354187,
64 81131,Crestone,CO,Saguache,37.953,-105.6879,0.0039073203039672,
61 93670,Yettem,CA,Tulare,36.4718,-119.2594,0.0039222800552806,
63 58758,Martin,ND,Sheridan,47.7781,-100.1225,0.0039311196516701,
60 97833,Haines,OR,Baker,44.8776,-117.9756,0.0039577120864805,
63 33158,Miami,FL,Miami-Dade,25.6364,-80.3187,0.0040193267634385,
64 55101,Saint Paul,MN,Ramsey,44.9512,-93.0902,0.0040777682557462,
60 98195,Seattle,WA,King,47.6564,-122.3048,0.0040977474446917,
63 52310,Monticello,IA,Jones,42.2326,-91.1989,0.0041041568442550,
63 31698,Valdosta,GA,Lowndes,30.8485,-83.2878,0.0041216504508957,
59 75439,Ector,TX,Fannin,33.5819,-96.2735,0.0041222721340130,
61 75041,Garland,TX,Dallas,32.8794,-96.6411,0.0041321200571495,
65 66937,Clifton,KS,Washington,39.6201,-97.2611,0.0041860385822677,
63 49088,Scotts,MI,Kalamazoo,42.1819,-85.4685,0.0041981838630188,
66 83116,Diamondville,WY,Lincoln,41.7839,-110.54,0.0042144970309886,
61 27826,Fairfield,NC,Hyde,35.5659,-76.2318,0.0042169393212200,
58 72842,Havana,AR,Yell,35.0832,-93.5955,0.0042407037521536,
63 46350,La Porte,IN,LaPorte,41.5994,-86.7077,0.0043094388968255,
60 37729,Duff,TN,Campbell,36.5086,-84.0454,0.0043220282626199,
59 42444,Poole,KY,Webster,37.641,-87.6439,0.0043664020501227,
57 12405,Acra,NY,Greene,42.3304,-74.0857,0.004370567501769,
65 11005,Floral Park,NY,Queens,40.7571,-73.7182,0.0043853160087937,
63 29342,Gaffney,SC,Cherokee,34.9963,-81.6524,0.0043868525324204,
62 45854,Lafayette,OH,Allen,40.7582,-83.9499,0.0044276732068748,
61 33913,Fort Myers,FL,Lee,26.5228,-81.7065,0.0045358096396274,
57 30161,Rome,GA,Floyd,34.2507,-85.1465,0.0045588521639907,
61 10960,Nyack,NY,Rockland,41.0914,-73.9252,0.0045870393896408,
57 31058,Mauk,GA,Taylor,32.509,-84.3999,0.0045884882725537,
64 39819,Bainbridge,GA,Decatur,30.9039,-84.569,0.0046494039615971,
63 98614,Chinook,WA,Pacific,46.2729,-123.9454,0.0046697094713077,
59 59729,Ennis,MT,Madison,45.3545,-111.687,0.004710470476704,
60 31033,Haddock,GA,Jones,33.0519,-83.4312,0.0047110205814059,
59 25630,Lorado,WV,Logan,37.7957,-81.7148,0.0047362683422511,
58 42206,Auburn,KY,Logan,36.8818,-86.7198,0.004739094799125,
67 54701,Eau Claire,WI,Eau Claire,44.784,-91.4877,0.0048413828917784,
67 40729,East Bernstadt,KY,Laurel,37.2488,-84.138,0.0048493208512695,
65 33637,Tampa,FL,Hillsborough,28.0338,-82.3659,0.0048995304468401,
64 78257,San Antonio,TX,Bexar,29.6495,-98.6137,0.0049175245030527,
65 99155,Nespelem,WA,Okanogan,48.1434,-119.0094,0.0049182301958952,
60 34264,Oneco,FL,Manatee,27.4475,-82.5462,0.0049285898848847,
67 65261,Keytesville,MO,Chariton,39.4794,-92.9302,0.0049318048192663,
62 38820,Algoma,MS,Pontotoc,34.1715,-89.0328,0.0049334129020013,
64 17748,Mc Elhattan,PA,Clinton,41.1355,-77.37,0.0049554079871582,
68 45327,Germantown,OH,Montgomery,39.6244,-84.3764,0.0049640220708642,
62 61801,Urbana,IL,Champaign,40.1095,-88.2036,0.004979105338795,
64 59253,Peerless,MT,Daniels,48.7808,-105.8006,0.0050459610175053,
63 59732,Glen,MT,Beaverhead,45.4766,-112.6906,0.0050641065192905,
64 12770,Pond Eddy,NY,Sullivan,41.4511,-74.841,0.0050691221630836,
66 70166,New Orleans,LA,Orleans,29.9546,-90.0751,0.0051152742585081,
62 62985,Simpson,IL,Johnson,37.4673,-88.7551,0.0051334065981980,
65 32277,Jacksonville,FL,Duval,30.3704,-81.5864,0.0051362362432174,
69 80807,Burlington,CO,Kit Carson,39.3106,-102.2583,0.0051678785068621,
65 50478,Thompson,IA,Winnebago,43.3875,-93.7517,0.0052109742120559,
66 74051,Ochelata,OK,Washington,36.5947,-95.9691,0.0052325544055513,
61 85281,Tempe,AZ,Maricopa,33.4227,-111.9261,0.005242485339181,
61 98433,Tacoma,WA,Pierce,47.1125,-122.5891,0.0052684513214866,
59 71447,Lena,LA,Rapides,31.4207,-92.8312,0.0053023823408353,
62 26285,Norton,WV,Randolph,38.9318,-79.9656,0.0053163943792947,
60 97308,Salem,OR,Marion,44.9429,-123.0351,0.0054523086042648,
58 30081,Smyrna,GA,Cobb,33.8588,-84.7106,0.0054662164326780,
61 63441,Frankford,MO,Pike,39.4892,-91.3031,0.0054686260481530,
60 34101,Naples,FL,Collier,26.1423,-81.796,0.0054743681900626,
59 8650,Trenton,NJ,Mercer,40.2805,-74.712,0.0055261834365736,
60 55318,Chaska,MN,Carver,44.8061,-93.6083,0.0055315923351333,
68 31062,Milledgeville,GA,Baldwin,33.0491,-83.2174,0.0055438650811425,
65 20814,Bethesda,MD,Montgomery,39.0003,-77.1022,0.005557560109198,
66 12920,Chateaugay,NY,Franklin,44.9088,-74.0741,0.0055713866055685,
66 72469,Strawberry,AR,Lawrence,35.9673,-91.2935,0.0056153941424158,
68 84304,Cache Junction,UT,Cache,41.8169,-111.9982,0.0056758963598134,
65 79336,Levelland,TX,Hockley,33.5788,-102.3676,0.0057023524833664,
65 27207,Bear Creek,NC,Chatham,35.6129,-79.3726,0.0057214618853327,
64 80402,Golden,CO,Jefferson,39.7555,-105.2211,0.0057397478909145,
64 79316,Brownfield,TX,Terry,33.1698,-102.2762,0.0057624873408316,
69 59077,Sand Springs,MT,Garfield,47.1008,-107.4856,0.0057788795061108,
59 56115,Balaton,MN,Lyon,44.2253,-95.8838,0.0057898487478289,
60 39173,Tinsley,MS,Yazoo,32.7628,-90.3628,0.0058142578172530,
66 64020,Concordia,MO,Lafayette,38.9776,-93.5812,0.0058592621449616,
66 28075,Harrisburg,NC,Cabarrus,35.3247,-80.6594,0.0058746655216922,
61 63010,Arnold,MO,Jefferson,38.4305,-90.387,0.005876750692737,
66 2718,East Taunton,MA,Bristol,41.8736,-71.0192,0.0059598667097090,
60 19608,Reading,PA,Berks,40.3113,-76.0345,0.0059785999420577,
63 12184,Valatie,NY,Columbia,42.4321,-73.6683,0.0059858422675115,
58 25266,Newton,WV,Roane,38.606,-81.1623,0.0059893621561369,
77 21093,Lutherville Timonium,MD,Baltimore,39.4332,-76.6546,0.0060253417200066,
68 1222,Ashley Falls,MA,Berkshire,42.0596,-73.3202,0.0060335749686302,
78 20074,Washington,DC,District of Columbia,38.8933,-77.0146,0.0060673342352404,
64 47683,Somerville,IN,Gibson,38.2764,-87.3778,0.0060691508545621,
59 97303,Salem,OR,Marion,44.9927,-123.0167,0.006148297834329,
61 77878,Snook,TX,Burleson,30.4702,-96.4804,0.0062652289583029,
58 25076,Ethel,WV,Logan,37.8665,-81.9123,0.0063032081020321,
64 45404,Dayton,OH,Montgomery,39.7862,-84.1622,0.0063089680844093,
65 86343,Crown King,AZ,Yavapai,34.2241,-112.334,0.0063579514188574,
68 28543,Tarawa Terrace,NC,Onslow,34.7354,-77.3831,0.0063771974223546,
72 91423,Sherman Oaks,CA,Los Angeles,34.1526,-118.4322,0.0063987247940219,
69 54512,Boulder Junction,WI,Vilas,46.1112,-89.6325,0.0064016190639828,
78 20011,Washington,DC,District of Columbia,38.9518,-77.0203,0.0064051198308999,
61 52625,Donnellson,IA,Lee,40.6612,-91.5745,0.0064072794317033,
67 35285,Birmingham,AL,Jefferson,33.5446,-86.9292,0.0064466434865527,
59 84315,Hooper,UT,Weber,41.1668,-112.1364,0.006464334869192,
67 35648,Lexington,AL,Lauderdale,34.9559,-87.3935,0.0065307851178038,
66 26559,Barrackville,WV,Marion,39.5052,-80.1725,0.0065418273295186,
67 60169,Hoffman Estates,IL,Cook,42.0493,-88.1065,0.0065467740163949,
61 92222,Bard,CA,Imperial,32.7822,-114.5619,0.0065588250961663,
64 33023,Hollywood,FL,Broward,25.9894,-80.2153,0.0066123528931091,
63 40068,Smithfield,KY,Henry,38.3933,-85.2656,0.0066136576799548,
57 39288,Pearl,MS,Rankin,32.2746,-90.132,0.006621365042424,
68 4414,Brownville,ME,Piscataquis,45.3412,-69.0423,0.0066444391526607,
63 50078,Ferguson,IA,Marshall,41.9374,-92.865,0.0066503481164499,
62 41230,Louisa,KY,Lawrence,38.1043,-82.6056,0.0066752843342442,
65 17536,Kirkwood,PA,Lancaster,39.8257,-76.0933,0.0066864876817339,
62 11351,Flushing,NY,Queens,40.7817,-73.8317,0.0067513600897252,
63 79934,El Paso,TX,El Paso,31.9386,-106.4073,0.0067681523343705,
62 12804,Queensbury,NY,Warren,43.329,-73.6818,0.006769962643962,
62 58257,Mayville,ND,Traill,47.5014,-97.3176,0.0067813434469353,
63 40927,Closplint,KY,Harlan,36.8713,-83.0414,0.0068015856816370,
72 29404,Charleston Afb,SC,Charleston,32.8982,-80.0686,0.0068079358948656,
63 82838,Parkman,WY,Sheridan,44.965,-107.3254,0.0068425668672110,
62 98382,Sequim,WA,Clallam,48.0881,-123.1198,0.0068534384110877,
61 18439,Lakewood,PA,Wayne,41.8171,-75.3838,0.0068705051097324,
65 83842,Medimont,ID,Kootenai,47.4625,-116.5683,0.0069370598451070,
64 45891,Van Wert,OH,Van Wert,40.8689,-84.5904,0.0069512006411528,
61 80248,Denver,CO,Denver,39.7392,-104.9847,0.0070448804562001,
66 28771,Robbinsville,NC,Graham,35.3259,-83.7888,0.0070862923438247,
59 4841,Rockland,ME,Knox,44.1123,-69.1139,0.0070967354055240,
59 50167,Minburn,IA,Dallas,41.7562,-94.015,0.007104754672052,
63 33186,Miami,FL,Miami-Dade,25.6694,-80.4085,0.0071084200145995,
64 45044,Middletown,OH,Butler,39.5151,-84.3983,0.0071112824881209,
64 93386,Bakersfield,CA,Kern,35.2944,-118.9052,0.0071350974351264,
67 58318,Bottineau,ND,Bottineau,48.8451,-100.4329,0.0071496936916840,
58 75960,Moscow,TX,Polk,30.9179,-94.8544,0.0071601529441789,
73 91394,Granada Hills,CA,Los Angeles,34.2647,-118.5231,0.0071634196039311,
59 68714,Bassett,NE,Rock,42.5763,-99.5387,0.0071824216856628,
65 34603,Brooksville,FL,Hernando,28.5642,-82.4165,0.00719587457727,
58 6354,Moosup,CT,Windham,41.721,-71.885,0.0072604592366952,
64 32658,La Crosse,FL,Alachua,29.8433,-82.4048,0.0072670646621871,
71 25303,South Charleston,WV,Kanawha,38.3684,-81.6996,0.0072813731476265,
60 40946,Green Road,KY,Knox,36.8713,-83.83,0.0073426934301746,
62 84008,Bonanza,UT,Uintah,40.0211,-109.1773,0.0073499503531714,
68 63117,Saint Louis,MO,St. Louis,38.6295,-90.3342,0.0073654213058248,
63 72168,Tucker,AR,Jefferson,34.4414,-91.9163,0.0074071055204643,
63 64166,Kansas City,MO,Clay,39.3294,-94.5199,0.0074649310906543,
74 99754,Koyukuk,AK,Yukon-Koyukuk (CA),64.8803,-157.7008,0.0075423073158236,
64 5640,Adamant,VT,Washington,44.3575,-72.5046,0.0075759505675950,
78 20470,Washington,DC,District of Columbia,38.8933,-77.0146,0.0075764223023905,
64 81244,Rockvale,CO,Fremont,38.3697,-105.1639,0.0076074958255711,
65 20138,Calverton,VA,Fauquier,38.6338,-77.6869,0.0076792213991757,
64 2842,Middletown,RI,Newport,41.5198,-71.2731,0.0076821481515941,
69 28010,Barium Springs,NC,Iredell,35.7192,-80.8991,0.0077083041562274,
63 55705,Aurora,MN,St. Louis,47.4951,-92.2415,0.0077190544515860,
71 90030,Los Angeles,CA,Los Angeles,34.0522,-118.2437,0.0077459661685489,
62 27805,Aulander,NC,Bertie,36.1475,-77.1141,0.0077746667919145,
63 30024,Suwanee,GA,Gwinnett,34.0425,-84.0262,0.0077828317780339,
61 68445,Swanton,NE,Saline,40.3844,-97.0806,0.0077863936897564,
69 73666,Sweetwater,OK,Roger Mills,35.4488,-99.9006,0.0077941418651642,
58 56547,Glyndon,MN,Clay,46.882,-96.5583,0.0078125454576017,
67 94522,Concord,CA,Contra Costa,37.978,-122.0311,0.0078204654181344,
63 33206,Miami,FL,Miami-Dade,25.7743,-80.1937,0.0078723877905251,
66 22603,Winchester,VA,Frederick,39.264,-78.1989,0.0078898913956437,
67 90223,Compton,CA,Los Angeles,33.8958,-118.2201,0.0078904364691052,
66 80108,Castle Rock,CO,Douglas,39.4455,-104.853,0.0079102675913194,
60 48555,Flint,MI,Genesee,43.0113,-83.7108,0.0079541508404832,
64 48067,Royal Oak,MI,Oakland,42.4906,-83.1366,0.0079694774990862,
60 78013,Comfort,TX,Kendall,29.9677,-98.905,0.008017687957402,
63 6763,Morris,CT,Litchfield,41.6881,-73.1765,0.0080237461670045,
66 29860,North Augusta,SC,Aiken,33.6028,-81.9748,0.0080417108027370,
61 50123,Humeston,IA,Wayne,40.8469,-93.5101,0.0080427904453249,
66 30078,Snellville,GA,Gwinnett,33.8635,-84.0081,0.0080838640722619,
67 51570,Shelby,IA,Pottawattamie,41.5339,-95.4469,0.0080846150329680,
66 65583,Waynesville,MO,Pulaski,37.7676,-92.2105,0.0081928985173159,
61 77009,Houston,TX,Harris,29.7936,-95.3675,0.0082376666104546,
62 13763,Endicott,NY,Broome,42.0984,-76.0494,0.0083009528853763,
61 72427,Egypt,AR,Craighead,35.864,-90.9428,0.0083014480527855,
66 34958,Jensen Beach,FL,Martin,27.2424,-80.2246,0.0083024823529727,
66 53274,Milwaukee,WI,Milwaukee,43.0389,-87.9065,0.0083250498607321,
68 15329,Prosperity,PA,Washington,40.0224,-80.2613,0.0083572744265650,
62 43901,Adena,OH,Jefferson,40.2126,-80.8815,0.0083876084800101,
65 1247,North Adams,MA,Berkshire,42.6955,-73.08,0.0083883124957168,
64 69212,Crookston,NE,Cherry,42.9255,-100.7735,0.0084295413755338,
71 49725,De Tour Village,MI,Chippewa,45.9939,-83.9396,0.0084390158167542,
